order_id,order_date,customer_id,product_id,category,amount,quantity,payment_method,city
63,18-09-2024,1759,750,Clothing,6642.88,9,Net Banking,Chennai
64,01-08-2025,2405,163,Electronics,2967.48,4,UPI,Jaipur
65,01-09-2024,4174,109,Books,5453.85,1,UPI,Pune
66,01-10-2025,3930,677,Books,3292.88,2,Net Banking,Bengaluru
67,26-03-2024,2206,520,Electronics,552.16,4,Debit Card,Hyderabad
68,09-11-2023,4933,944,Beauty,6460.84,9,Net Banking,Pune
69,12-04-2024,2270,342,Beauty,6859.94,7,Net Banking,Chennai
70,20-05-2024,3024,637,Toys,4245.64,5,Net Banking,Chennai
71,24-02-2024,1569,857,Books,5556.21,3,Debit Card,Bengaluru
72,18-01-2024,2866,959,Books,3420.51,6,Debit Card,Mumbai
73,03-02-2025,4661,419,Grocery,682.89,9,Debit Card,Mumbai
74,15-05-2024,1375,583,Toys,213.66,6,Cash,Mumbai
75,17-04-2023,2948,858,Grocery,1851.37,5,UPI,Ahmedabad
76,15-02-2024,4785,345,Clothing,6384.31,8,Net Banking,Pune
77,24-05-2023,2726,347,Toys,9684.93,1,Net Banking,Ahmedabad
78,01-11-2023,1368,930,Books,5383.35,7,UPI,Jaipur
79,13-06-2023,4253,165,Electronics,9840.89,2,UPI,Mumbai
80,11-06-2024,4602,982,Electronics,2317.76,8,Debit Card,Pune
81,06-05-2023,1750,163,Grocery,1848.79,9,Net Banking,Lucknow
82,06-12-2024,4688,625,Home,3411.68,6,UPI,Hyderabad
83,25-12-2024,4907,631,Books,7653.86,9,UPI,Kolkata
84,05-01-2024,4367,292,Toys,4988.23,5,Cash,Jaipur
85,27-06-2024,2412,207,Books,9495.82,9,Debit Card,Jaipur
86,21-06-2023,1125,981,Toys,4735.57,1,UPI,Bengaluru
87,03-01-2025,2394,342,Beauty,7666.4,4,Debit Card,Delhi
88,20-06-2025,2561,603,Beauty,8134.26,9,Net Banking,Jaipur
89,17-12-2023,4083,101,Electronics,5117.52,7,Credit Card,Jaipur
90,24-08-2025,3411,375,Toys,4717.68,1,UPI,Chennai
91,02-12-2024,2951,590,Electronics,3249.79,7,Cash,Pune
92,11-04-2024,4274,515,Grocery,5338.14,6,UPI,Lucknow
93,24-11-2024,1477,826,Toys,8250.55,4,Net Banking,Ahmedabad
94,12-06-2023,4760,698,Home,1009.51,8,Cash,Delhi
95,25-09-2025,2031,387,Beauty,7988.66,3,Cash,Kolkata
96,04-10-2024,4275,645,Books,769.19,7,Credit Card,Mumbai
97,04-09-2023,4467,518,Clothing,2483.15,3,Net Banking,Hyderabad
98,08-08-2023,3010,547,Grocery,1918.99,3,UPI,Kolkata
99,01-09-2025,3203,477,Clothing,6891.6,7,UPI,Ahmedabad
100,29-08-2023,3769,850,Home,5561.2,4,Credit Card,Ahmedabad
101,05-09-2024,1662,439,Toys,4758.91,6,Cash,Hyderabad
102,16-01-2024,2406,692,Toys,851.51,9,Net Banking,Delhi
103,06-03-2024,4934,726,Grocery,5932.66,7,Net Banking,Delhi
104,02-10-2023,1254,808,Electronics,7293.17,2,UPI,Chennai
105,10-08-2025,3139,586,Toys,405.01,4,Credit Card,Hyderabad
106,16-03-2025,2683,740,Electronics,5076.71,3,Credit Card,Lucknow
107,18-05-2025,1199,474,Toys,6353.24,5,Debit Card,Kolkata
108,16-10-2023,4659,333,Toys,5208.6,5,Debit Card,Kolkata
109,05-03-2024,4591,765,Clothing,8227.95,8,Net Banking,Ahmedabad
110,03-07-2024,4224,516,Clothing,1608.07,1,UPI,Hyderabad
111,21-02-2023,1576,537,Clothing,2788.57,1,Credit Card,Kolkata
112,23-02-2023,3708,198,Beauty,2775.97,9,UPI,Lucknow
113,09-12-2024,4591,531,Grocery,4212,5,UPI,Delhi
114,27-09-2023,2180,815,Books,6265.08,8,Debit Card,Lucknow
115,21-01-2023,1828,998,Beauty,5434.44,1,Credit Card,Delhi
116,13-05-2023,1325,913,Books,6358.51,4,Debit Card,Bengaluru
117,09-05-2023,1043,914,Clothing,9311.23,8,Net Banking,Chennai
118,09-10-2024,4265,105,Electronics,8552.54,7,UPI,Chennai
119,09-03-2024,1431,617,Clothing,7016.89,3,Net Banking,Chennai
120,12-01-2025,1314,100,Toys,7507.02,8,Net Banking,Delhi
121,17-04-2025,3645,800,Books,3923.93,2,Debit Card,Chennai
122,12-08-2024,2149,527,Home,1281.17,8,Cash,Chennai
123,28-04-2023,3014,532,Clothing,2250.65,3,UPI,Hyderabad
124,25-06-2024,4623,270,Beauty,5386.59,8,Net Banking,Delhi
125,06-12-2023,2983,470,Grocery,4325.92,6,Credit Card,Kolkata
126,19-06-2024,1565,687,Home,6032.48,1,Net Banking,Delhi
127,08-11-2024,3356,830,Grocery,5353.27,1,Debit Card,Mumbai
128,10-05-2023,4301,144,Home,4178.26,6,Debit Card,Hyderabad
129,31-05-2023,1104,397,Toys,7747.82,5,Credit Card,Pune
130,11-04-2023,2682,273,Beauty,6246.78,5,Cash,Bengaluru
131,16-05-2025,4273,750,Grocery,3563.9,7,Net Banking,Bengaluru
132,16-10-2024,3330,897,Beauty,676.73,6,Net Banking,Mumbai
133,04-01-2025,2644,879,Home,8518.33,6,Net Banking,Delhi
134,29-08-2025,1334,686,Grocery,404.02,7,Cash,Mumbai
135,18-01-2023,4068,390,Clothing,476.82,9,Debit Card,Mumbai
136,26-02-2025,3175,516,Home,1375.76,3,Cash,Kolkata
137,09-02-2023,1607,647,Clothing,709.83,9,Cash,Ahmedabad
138,07-08-2023,4642,541,Electronics,3033.36,3,Debit Card,Delhi
139,03-06-2024,1430,634,Beauty,5084.69,5,Net Banking,Pune
140,31-08-2025,1740,455,Beauty,4973.77,5,UPI,Mumbai
141,24-07-2024,3661,555,Clothing,1719.72,3,Debit Card,Jaipur
142,28-12-2024,3033,588,Home,3007.05,2,Cash,Ahmedabad
143,16-09-2023,1073,970,Beauty,8366.88,9,Net Banking,Kolkata
144,31-05-2023,3739,712,Toys,5426.16,6,Net Banking,Kolkata
145,06-12-2024,1248,874,Grocery,7153.11,4,Cash,Kolkata
146,20-10-2024,3297,834,Grocery,9194.21,9,Credit Card,Chennai
147,14-09-2023,4802,547,Home,1666.78,1,Cash,Mumbai
148,13-06-2023,2787,347,Electronics,5568.68,2,Credit Card,Ahmedabad
149,01-08-2023,1609,486,Clothing,9083.61,7,Debit Card,Bengaluru
150,20-08-2025,4198,844,Books,8101.75,2,Debit Card,Ahmedabad
151,25-01-2024,2096,268,Beauty,8016.93,3,Debit Card,Lucknow
152,31-05-2024,1052,169,Beauty,9285.21,2,Debit Card,Lucknow
153,22-08-2025,3906,383,Beauty,2383.49,7,Credit Card,Hyderabad
154,04-03-2023,1633,867,Home,3187.29,3,Cash,Hyderabad
155,02-06-2023,2943,758,Home,2828.61,1,Credit Card,Delhi
156,05-08-2024,1826,103,Home,3647.88,2,UPI,Mumbai
157,26-08-2024,3755,698,Books,4459.62,1,UPI,Jaipur
158,25-03-2025,3037,733,Beauty,5040.7,4,Credit Card,Ahmedabad
159,15-10-2023,3094,102,Clothing,2807.19,7,UPI,Pune
160,22-05-2024,3023,653,Toys,8910.56,2,Net Banking,Pune
161,20-10-2023,2094,569,Grocery,3583.26,8,Debit Card,Kolkata
162,28-08-2024,2868,643,Electronics,960.23,1,UPI,Hyderabad
163,24-08-2023,4895,560,Electronics,250.89,5,Cash,Kolkata
164,25-03-2024,3766,391,Beauty,6820.93,5,Net Banking,Kolkata
165,31-01-2024,2898,639,Clothing,2399.31,7,Cash,Ahmedabad
166,30-01-2023,2874,204,Clothing,9244.15,6,Net Banking,Jaipur
167,18-06-2025,4463,789,Home,2003.65,1,UPI,Chennai
168,27-11-2024,3867,575,Beauty,2160.33,1,Debit Card,Lucknow
169,29-12-2024,1244,283,Electronics,7970.18,1,Credit Card,Ahmedabad
170,13-02-2024,1711,667,Toys,4796.3,6,Credit Card,Lucknow
171,14-01-2025,3464,752,Grocery,1151.07,2,Net Banking,Pune
172,17-06-2025,2751,903,Beauty,6959.41,1,Net Banking,Bengaluru
173,03-01-2023,1764,658,Beauty,372.93,7,Net Banking,Hyderabad
174,10-03-2024,1176,229,Grocery,4501.13,7,UPI,Delhi
175,25-09-2025,2464,957,Grocery,8204.69,8,Debit Card,Chennai
176,23-08-2023,4920,507,Home,7775.36,2,Net Banking,Ahmedabad
177,26-05-2025,1476,763,Electronics,7276.01,2,Net Banking,Kolkata
178,04-02-2024,1183,294,Grocery,9205.04,4,Debit Card,Kolkata
179,13-07-2023,4302,445,Toys,9771.75,4,UPI,Mumbai
180,21-07-2023,4831,166,Clothing,7070.82,7,UPI,Hyderabad
181,23-07-2023,1541,726,Electronics,1865.08,2,Debit Card,Ahmedabad
182,20-10-2023,4344,349,Clothing,1835.45,2,Net Banking,Ahmedabad
183,05-08-2024,2738,380,Electronics,6643.06,3,Net Banking,Hyderabad
184,10-05-2023,1655,614,Grocery,1636.62,3,Net Banking,Lucknow
185,08-02-2024,3187,581,Electronics,7699.98,2,Credit Card,Lucknow
186,13-04-2024,3067,981,Beauty,7150.37,8,UPI,Ahmedabad
187,25-07-2023,3661,945,Books,1139.3,2,UPI,Pune
188,03-02-2025,1451,363,Clothing,8776.64,7,Cash,Delhi
189,12-02-2024,4881,446,Toys,1334.43,2,Cash,Jaipur
190,06-08-2024,1841,734,Electronics,8762.23,7,UPI,Delhi
191,16-09-2025,3899,196,Electronics,1902.34,5,Credit Card,Mumbai
192,26-03-2024,1476,410,Books,8045.08,7,UPI,Jaipur
193,07-06-2025,2735,463,Grocery,4694.31,2,UPI,Lucknow
194,31-03-2024,3348,664,Grocery,9790.18,8,Cash,Jaipur
195,22-12-2024,4111,278,Toys,105.52,9,UPI,Lucknow
196,02-07-2025,2789,527,Clothing,8551.61,1,Debit Card,Mumbai
197,08-05-2024,2328,928,Electronics,6271,9,Cash,Bengaluru
198,16-03-2023,3563,450,Books,6219.33,4,Cash,Hyderabad
199,20-04-2024,2138,193,Books,1293.27,4,Net Banking,Jaipur
200,10-06-2023,2820,933,Home,6230.25,8,Credit Card,Pune
201,11-11-2023,3703,499,Beauty,657.96,6,Cash,Delhi
202,21-03-2024,1291,394,Clothing,9759.49,9,Net Banking,Mumbai
203,07-01-2023,3179,218,Clothing,5811.16,6,Net Banking,Lucknow
204,10-11-2024,1449,378,Toys,9570.25,7,Debit Card,Lucknow
205,12-12-2023,2885,259,Electronics,7975.9,2,Debit Card,Delhi
206,20-06-2023,2115,675,Home,3652.54,8,Net Banking,Bengaluru
207,27-06-2023,3425,467,Books,2064.6,8,Credit Card,Kolkata
208,18-11-2024,1352,334,Home,975.26,8,Net Banking,Pune
209,05-06-2024,2955,801,Books,4111.89,6,Debit Card,Kolkata
210,28-03-2023,2985,622,Grocery,6210.68,4,UPI,Delhi
211,16-11-2024,4036,670,Clothing,2594.53,4,Cash,Jaipur
212,30-04-2024,3384,199,Clothing,3938.37,9,Credit Card,Delhi
213,29-01-2025,3989,266,Toys,4409.97,8,Cash,Kolkata
214,07-01-2023,2224,265,Toys,9118.03,5,Credit Card,Mumbai
215,20-04-2025,4826,661,Electronics,1051.2,1,Cash,Chennai
216,25-09-2023,1613,959,Toys,3831.38,2,Credit Card,Delhi
217,27-03-2024,4761,380,Toys,873.3,1,Net Banking,Chennai
218,17-12-2024,4508,116,Electronics,8672.97,8,Cash,Bengaluru
219,02-06-2024,1669,245,Books,116.37,5,Credit Card,Jaipur
220,29-03-2025,2843,842,Books,7889.33,1,Credit Card,Mumbai
221,18-05-2024,1028,488,Home,1639.94,6,Cash,Lucknow
222,27-08-2025,4493,599,Clothing,4473.1,7,Net Banking,Mumbai
223,06-03-2025,4471,850,Home,8936.52,2,Debit Card,Mumbai
224,06-09-2025,1671,673,Clothing,9280.37,6,Cash,Chennai
225,31-10-2023,1269,849,Beauty,1330.28,2,Net Banking,Hyderabad
226,12-09-2024,1964,397,Grocery,7499.13,3,Credit Card,Ahmedabad
227,12-02-2025,1982,782,Beauty,5209.64,4,UPI,Kolkata
228,07-05-2023,4672,559,Books,1972.31,4,Credit Card,Pune
229,27-04-2025,4520,303,Books,7415.2,3,Cash,Lucknow
230,18-07-2024,3692,531,Home,8090.65,6,Credit Card,Pune
231,20-08-2024,2688,755,Clothing,5576.23,2,Net Banking,Delhi
232,30-07-2023,3324,498,Electronics,1877.32,1,Net Banking,Hyderabad
233,03-10-2024,1237,257,Grocery,5758.43,6,Debit Card,Hyderabad
234,08-05-2024,2266,853,Books,4177.08,8,Cash,Delhi
235,10-04-2024,1831,291,Grocery,7807.16,8,Debit Card,Lucknow
236,20-08-2024,4466,633,Books,7694.5,9,Cash,Kolkata
237,23-08-2023,1237,190,Home,1557.67,7,Cash,Pune
238,30-11-2023,1385,544,Grocery,2763.95,9,UPI,Hyderabad
239,09-02-2023,3171,105,Grocery,4699.88,8,Net Banking,Ahmedabad
240,15-07-2025,4908,198,Grocery,3476.53,4,Net Banking,Delhi
241,13-02-2025,2223,506,Clothing,9765.21,6,Cash,Bengaluru
242,02-09-2025,3442,679,Books,7565.95,6,UPI,Jaipur
243,28-04-2025,3925,918,Electronics,306.08,5,Credit Card,Bengaluru
244,01-05-2025,2136,890,Electronics,3981.56,6,Cash,Bengaluru
245,21-05-2024,2991,616,Clothing,6659.55,6,UPI,Delhi
246,03-09-2024,2573,448,Toys,7359.24,3,Debit Card,Chennai
247,15-12-2024,2959,484,Toys,2528.16,2,UPI,Jaipur
248,28-02-2023,3752,760,Clothing,5077.56,1,Credit Card,Kolkata
249,12-08-2023,1128,597,Grocery,1780.5,1,Net Banking,Mumbai
250,21-04-2024,2874,981,Grocery,8874.06,8,Credit Card,Hyderabad
251,27-03-2023,1995,124,Grocery,4589.93,2,Credit Card,Ahmedabad
252,11-07-2023,4894,891,Grocery,5942.34,3,Cash,Delhi
253,13-08-2023,4439,954,Electronics,800.17,7,Debit Card,Hyderabad
254,03-03-2024,3966,704,Beauty,1031.08,7,Cash,Pune
255,03-10-2023,4789,845,Grocery,4792.78,4,Net Banking,Jaipur
256,19-06-2023,1918,767,Grocery,9479.31,3,UPI,Bengaluru
257,29-09-2025,4701,258,Electronics,5559.72,1,Net Banking,Ahmedabad
258,14-02-2023,2225,793,Books,7725.57,6,Net Banking,Delhi
259,27-04-2025,2845,168,Books,1975.03,9,Debit Card,Chennai
260,19-07-2025,1916,679,Electronics,5803.85,3,Debit Card,Hyderabad
261,11-03-2023,2730,488,Clothing,1843.75,8,Cash,Delhi
262,21-03-2024,3990,103,Beauty,4579.65,4,Credit Card,Ahmedabad
263,15-12-2023,1034,462,Home,226.65,1,Cash,Bengaluru
264,07-06-2024,3964,115,Electronics,8517.38,2,Credit Card,Chennai
265,17-06-2025,4779,678,Beauty,6194.51,6,Credit Card,Hyderabad
266,10-02-2025,4386,921,Toys,9595.57,2,Debit Card,Mumbai
267,28-03-2025,4285,927,Beauty,8251.97,1,Cash,Mumbai
268,12-02-2025,4846,645,Toys,5663,8,Net Banking,Mumbai
269,26-11-2023,2846,122,Toys,8546.29,9,Debit Card,Ahmedabad
270,15-09-2025,2811,584,Books,2700.48,1,Net Banking,Pune
271,18-09-2024,4671,735,Electronics,1869.79,5,Cash,Bengaluru
272,07-06-2024,2888,130,Toys,4387.16,2,Cash,Pune
273,14-04-2023,1646,166,Electronics,9314.48,5,Debit Card,Pune
274,25-08-2024,3470,505,Grocery,1915.35,6,Net Banking,Lucknow
275,12-10-2023,3081,666,Books,2072.55,7,Net Banking,Pune
276,05-07-2023,2660,829,Books,9920.6,9,Cash,Lucknow
277,04-06-2023,2337,248,Toys,8892.3,4,Net Banking,Mumbai
278,31-07-2023,3520,483,Home,4605.05,8,Credit Card,Lucknow
279,04-11-2023,4443,764,Clothing,3560.82,2,UPI,Bengaluru
280,25-12-2024,1803,221,Home,4973.85,3,UPI,Delhi
281,05-10-2023,4405,229,Electronics,4622.48,3,UPI,Bengaluru
282,07-01-2023,2573,426,Electronics,5056.22,8,Debit Card,Jaipur
283,06-06-2024,4856,228,Beauty,2095.51,5,UPI,Lucknow
284,13-01-2024,3626,471,Electronics,5444.59,2,Cash,Lucknow
285,26-11-2024,4323,860,Beauty,3449.27,8,Cash,Pune
286,10-03-2023,1549,401,Toys,8293.07,8,Credit Card,Mumbai
287,06-03-2023,2031,739,Beauty,3001.83,1,Cash,Bengaluru
288,15-06-2023,3819,529,Home,4199.69,9,Credit Card,Kolkata
289,22-04-2025,1285,696,Clothing,4256.84,6,UPI,Mumbai
290,14-02-2025,3733,873,Grocery,7898.9,6,Cash,Ahmedabad
291,24-10-2023,1057,739,Grocery,1598.53,4,UPI,Ahmedabad
292,21-08-2023,1683,367,Toys,1914.4,4,UPI,Jaipur
293,30-07-2023,2849,384,Books,8781.44,6,Cash,Delhi
294,30-09-2024,2119,824,Toys,7379.05,2,Credit Card,Lucknow
295,27-09-2023,4330,145,Clothing,4103.62,7,Cash,Mumbai
296,27-07-2025,2663,421,Grocery,2695.7,3,Credit Card,Lucknow
297,20-03-2025,2669,455,Home,3615.17,3,Cash,Lucknow
298,14-09-2025,4325,399,Electronics,1426.84,2,Credit Card,Jaipur
299,09-10-2024,2836,617,Electronics,4959.78,4,Cash,Chennai
300,14-10-2024,3835,723,Home,6937.59,7,Debit Card,Lucknow
301,05-12-2023,3119,662,Home,6089.26,7,Debit Card,Mumbai
302,11-03-2024,1585,220,Beauty,5758.25,9,UPI,Kolkata
303,02-01-2024,3490,515,Clothing,2466.77,3,Net Banking,Pune
304,24-10-2024,3714,240,Electronics,3882.74,8,Debit Card,Mumbai
305,25-08-2024,3042,550,Clothing,4513.54,6,Debit Card,Delhi
306,03-08-2023,1345,287,Electronics,1151.38,3,Credit Card,Lucknow
307,25-02-2024,2654,344,Grocery,5294.85,4,Debit Card,Bengaluru
308,12-07-2023,2847,515,Grocery,1345.8,4,Debit Card,Hyderabad
309,18-02-2023,2304,143,Home,5120.96,9,UPI,Chennai
310,07-05-2023,1783,517,Books,251.78,4,Net Banking,Kolkata
311,12-12-2023,2416,888,Books,1473.02,3,Debit Card,Kolkata
312,20-09-2024,1255,546,Beauty,1010.19,2,Net Banking,Lucknow
313,12-09-2024,3479,225,Clothing,4615.22,1,Cash,Jaipur
314,28-01-2023,1116,722,Grocery,4287.74,3,Net Banking,Pune
315,26-02-2024,1880,589,Clothing,7734.45,8,UPI,Ahmedabad
316,18-02-2023,3451,766,Grocery,4972.53,7,Net Banking,Bengaluru
317,12-04-2024,2371,866,Beauty,9545.39,4,Credit Card,Delhi
318,01-10-2025,4461,374,Grocery,9853.13,2,Cash,Kolkata
319,12-04-2025,2137,204,Beauty,8027.34,1,UPI,Kolkata
320,07-10-2024,1213,872,Beauty,9561.57,2,Debit Card,Chennai
321,10-09-2023,2204,954,Beauty,265.4,6,Net Banking,Pune
322,25-05-2023,1200,833,Electronics,892.35,6,Net Banking,Kolkata
323,11-03-2025,3978,781,Grocery,9500.05,3,Credit Card,Delhi
324,09-12-2024,4435,329,Electronics,7283.78,8,Debit Card,Delhi
325,15-04-2023,4357,680,Clothing,5740.49,3,Credit Card,Mumbai
326,25-03-2025,4510,103,Books,2787.23,8,Debit Card,Ahmedabad
327,17-04-2025,2352,313,Toys,2344.78,9,Cash,Jaipur
328,26-04-2023,2091,290,Grocery,4056.03,1,Cash,Mumbai
329,04-04-2023,1193,184,Electronics,5231.59,3,UPI,Delhi
330,03-12-2023,3875,158,Toys,4664.41,1,UPI,Ahmedabad
331,17-02-2023,4513,557,Clothing,8271.27,6,Cash,Mumbai
332,10-06-2023,4580,853,Home,6875.08,3,Debit Card,Lucknow
333,23-01-2024,1768,537,Books,4446.55,7,UPI,Mumbai
334,13-09-2024,4381,471,Grocery,6079.55,1,Debit Card,Ahmedabad
335,05-06-2023,2675,509,Beauty,7430.69,9,Credit Card,Kolkata
336,03-05-2025,3800,567,Electronics,2955.81,8,Debit Card,Jaipur
337,03-11-2024,1324,163,Home,6609.45,4,Credit Card,Lucknow
338,04-05-2025,3072,543,Electronics,7114.78,7,Cash,Bengaluru
339,05-07-2024,4150,653,Books,6394.53,7,Credit Card,Pune
340,23-10-2024,1947,452,Books,1280.27,3,Credit Card,Pune
341,07-04-2025,3805,689,Clothing,4424.23,6,UPI,Delhi
342,13-06-2024,4684,386,Home,6424.29,9,Credit Card,Lucknow
343,11-01-2023,3609,752,Toys,8342.24,5,Credit Card,Delhi
344,24-03-2025,4193,445,Toys,1490.94,8,Cash,Chennai
345,13-12-2024,2636,619,Electronics,4143.25,7,UPI,Delhi
346,15-08-2024,3115,757,Home,1160.03,7,Credit Card,Mumbai
347,12-09-2023,1212,769,Books,4062.06,9,Debit Card,Bengaluru
348,26-02-2025,3554,844,Electronics,7493.68,8,Debit Card,Lucknow
349,27-08-2025,1493,469,Home,3016.11,5,Net Banking,Bengaluru
350,09-06-2023,2726,714,Electronics,7134.8,1,Credit Card,Delhi
351,25-04-2025,1239,975,Clothing,8907.1,2,UPI,Bengaluru
352,23-01-2023,2114,968,Books,8775.38,2,Cash,Pune
353,20-01-2025,1392,309,Beauty,3055.38,3,UPI,Chennai
354,01-05-2023,4270,469,Toys,6074.76,1,UPI,Kolkata
355,20-07-2025,3617,807,Electronics,4734.02,2,Debit Card,Ahmedabad
356,04-10-2024,1940,119,Grocery,7791.14,4,Net Banking,Chennai
357,01-10-2025,1876,351,Toys,3129.6,5,Credit Card,Delhi
358,10-08-2023,3523,774,Beauty,7805.4,2,UPI,Pune
359,26-01-2025,3646,200,Clothing,672.02,1,Credit Card,Pune
360,12-10-2023,3612,627,Books,3014.09,2,Debit Card,Jaipur
361,04-11-2024,3799,766,Electronics,5953.41,1,Net Banking,Pune
362,07-05-2024,3889,397,Beauty,6134.38,2,Debit Card,Lucknow
363,26-02-2024,1590,359,Home,8746.32,1,Net Banking,Ahmedabad
364,27-07-2025,2544,955,Clothing,7814.49,3,Cash,Kolkata
365,25-12-2024,2970,139,Electronics,6040.17,6,UPI,Mumbai
366,01-01-2023,1078,665,Home,8562.13,9,Cash,Bengaluru
367,18-06-2023,1680,955,Toys,6080.14,9,Credit Card,Ahmedabad
368,07-08-2023,1127,127,Beauty,2690.57,9,UPI,Pune
369,07-07-2025,1088,305,Grocery,6441.39,7,Net Banking,Bengaluru
370,02-07-2024,2632,304,Beauty,6947.88,5,Cash,Chennai
371,26-08-2023,3607,650,Toys,5335.69,8,Net Banking,Delhi
372,23-04-2023,4269,751,Grocery,550.27,9,Credit Card,Bengaluru
373,27-08-2025,1378,821,Books,3276.09,8,UPI,Mumbai
374,06-11-2023,4043,336,Grocery,9191.64,1,Credit Card,Ahmedabad
375,26-01-2023,2250,512,Home,6060.17,4,Cash,Bengaluru
376,02-04-2023,3090,947,Clothing,1095.63,4,Net Banking,Lucknow
377,28-02-2024,4159,920,Clothing,6566.33,3,Credit Card,Jaipur
378,22-09-2025,2858,740,Grocery,7840.87,6,UPI,Ahmedabad
379,23-03-2023,2608,514,Grocery,5899.06,1,UPI,Kolkata
380,15-04-2024,2725,971,Electronics,1215.63,7,UPI,Delhi
381,17-03-2024,4141,242,Clothing,2631.1,5,Debit Card,Lucknow
382,13-02-2023,3597,144,Toys,6662.91,7,Cash,Hyderabad
